,SEM_EXM_EXCH_ID, SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
151568,NSE,E,11512,EQUITY,0,CENTEXT,1.0,Century Extrusions,,,,5.0,,ES,BE,CENTURY EXTRUSIONS LTD
151572,NSE,E,11520,EQUITY,0,SECURCRED,1.0,SecUR Credentials,,,,5.0,,ES,EQ,SECUR CREDENTIALS LIMITED
151573,NSE,E,11522,EQUITY,0,NIITLTD,1.0,NIIT,,,,5.0,,ES,EQ,NIIT LIMITED
151574,NSE,E,1153,EQUITY,0,GLAXO,1.0,GlaxoSmithKline Pharmaceuticals,,,,5.0,,ES,EQ,GLAXOSMITHKLINE PHARMA LT
151575,NSE,E,11530,EQUITY,0,EMIL,1.0,Electronics Mart,,,,5.0,,ES,EQ,ELECTRONICS MART IND LTD
151576,NSE,E,11532,EQUITY,0,ULTRACEMCO,1.0,UltraTech Cement,,,,5.0,,ES,EQ,ULTRATECH CEMENT LIMITED
151577,NSE,E,11536,EQUITY,0,TCS,1.0,Tata Consultancy Services,,,,5.0,,ES,EQ,TATA CONSULTANCY SERV LT
151579,NSE,E,11543,EQUITY,0,COFORGE,1.0,Coforge,,,,5.0,,ES,EQ,COFORGE LIMITED
151581,NSE,E,11549,EQUITY,0,TEXINFRA,1.0,Texmaco Infrastructure & Holdings,,,,5.0,,ES,EQ,TEXMACO INFRA & HOLDG LTD
151588,NSE,E,11566,EQUITY,0,DCI,1.0,DC Infotech & Communications,,,,5.0,,ES,EQ,DC INFOTECH AND COMUN LTD
151590,NSE,E,11571,EQUITY,0,PPLPHARMA,1.0,Piramal Pharma,,,,5.0,,ES,EQ,PIRAMAL PHARMA LIMITED
151591,NSE,E,11573,EQUITY,0,FORCEMOT,1.0,Force Motors,,,,5.0,,ES,EQ,FORCE MOTORS LIMITED
151593,NSE,E,11580,EQUITY,0,WESTLIFE,1.0,Westlife Foodworld,,,,5.0,,ES,EQ,WESTLIFE FOODWORLD LTD
151594,NSE,E,11581,EQUITY,0,GULFPETRO,1.0,GP Petroleums,,,,5.0,,ES,EQ,GP PETROLEUMS LIMITED
151595,NSE,E,11582,EQUITY,0,TRACXN,1.0,Tracxn Technologies,,,,5.0,,ES,EQ,TRACXN TECHNOLOGIES LTD
151601,NSE,E,11595,EQUITY,0,SURANAT&P,1.0,Surana Telecom & Power,,,,5.0,,ES,BE,SURANA TELECOM AND POW LT
151602,NSE,E,11596,EQUITY,0,LINCOLN,1.0,Lincoln Pharmaceuticals,,,,5.0,,ES,EQ,LINCOLN PHARMA LTD
151606,NSE,E,11602,EQUITY,0,INDSWFTLTD,1.0,Ind Swift,,,,5.0,,ES,EQ,IND-SWIFT LIMITED
151609,NSE,E,11606,EQUITY,0,GUFICBIO,1.0,Gufic BioSciences,,,,5.0,,ES,EQ,GUFIC BIOSCIENCES LTD.
151611,NSE,E,11612,EQUITY,0,PHANTOMFX,300.0,Phantom Digital Effects,,,,5.0,,ES,SM,PHANTOM DIGITAL EFF LTD
151612,NSE,E,11618,EQUITY,0,ASTRAMICRO,1.0,Astra Microwave Products,,,,5.0,,ES,EQ,ASTRA MICROWAVE LTD
151613,NSE,E,11619,EQUITY,0,GOLDENTOBC,1.0,Golden Tobacco,,,,5.0,,ES,BZ,GOLDEN TOBACCO LIMITED
151614,NSE,E,11624,EQUITY,0,TIL,1.0,TIL,,,,5.0,,ES,BZ,TIL LTD
151615,NSE,E,11626,EQUITY,0,WELENT,1.0,Welspun Enterprises,,,,5.0,,ES,EQ,WELSPUN ENTERPRISES LTD.
151617,NSE,E,11630,EQUITY,0,NTPC,1.0,NTPC,,,,5.0,,ES,EQ,NTPC LTD
151618,NSE,E,11631,EQUITY,0,NARMADA,1.0,Narmada Agrobase,,,,5.0,,ES,BE,NARMADA AGROBASE LIMITED
151619,NSE,E,11637,EQUITY,0,SALSTEEL,1.0,SAL Steel,,,,5.0,,ES,BE,S.A.L. STEEL LTD.
151620,NSE,E,1164,EQUITY,0,NEWGEN,1.0,Newgen Software Technologies,,,,5.0,,ES,EQ,NEWGEN SOFTWARE TECH LTD
151621,NSE,E,11641,EQUITY,0,BOHRAIND,1.0,Bohra Industries,,,,5.0,,ES,BE,BOHRA INDUSTRIES LIMITED
151622,NSE,E,11647,EQUITY,0,KOTARISUG,1.0,Kothari Sugars & Chemicals,,,,5.0,,ES,EQ,KOTHARI SUG & CHEM LTD.
151624,NSE,E,11654,EQUITY,0,LALPATHLAB,1.0,Dr. Lal Path Labs,,,,5.0,,ES,EQ,DR. LAL PATH LABS LTD.
151625,NSE,E,11655,EQUITY,0,JBMA,1.0,JBM AUTO LIMITED,,,,5.0,,ES,EQ,JBM AUTO LIMITED
151629,NSE,E,11667,EQUITY,0,DWARKESH,1.0,Dwarikesh Sugar Industries,,,,5.0,,ES,EQ,DWARIKESH SUGAR IND LTD
151634,NSE,E,11677,EQUITY,0,INDOCO,1.0,Indoco Remedies,,,,5.0,,ES,EQ,INDOCO REMEDIES LTD.
151637,NSE,E,1168,EQUITY,0,GMBREW,1.0,GM Breweries,,,,5.0,,ES,EQ,G M BREWERIES LTD
151640,NSE,E,11684,EQUITY,0,IMPEXFERRO,1.0,Impex Ferro Tech,,,,5.0,,ES,BE,IMPEX FERRO TECH LIMITED
151641,NSE,E,11689,EQUITY,0,SUPRAJIT,1.0,Suprajit Engineering,,,,5.0,,ES,EQ,SUPRAJIT ENGINEERING LTD
151650,NSE,E,11699,EQUITY,0,PATELENG,1.0,Patel Engineering,,,,5.0,,ES,EQ,PATEL ENGINEERING LTD.
151651,NSE,E,117,EQUITY,0,OMFURN,2400.0,Omfurn,,,,5.0,,ES,SM,OMFURN INDIA LIMITED
151654,NSE,E,11703,EQUITY,0,ALKEM,1.0,Alkem Laboratories,,,,5.0,,ES,EQ,ALKEM LABORATORIES LTD.
151656,NSE,E,11705,EQUITY,0,XCHANGING,1.0,Xchanging Solutions,,,,5.0,,ES,EQ,XCHANGING SOLUTIONS LTD
151660,NSE,E,11723,EQUITY,0,JSWSTEEL,1.0,JSW Steel,,,,5.0,,ES,EQ,JSW STEEL LIMITED
151662,NSE,E,11731,EQUITY,0,CONSOFINVT,1.0,Consolidated Finvest & Holdings,,,,5.0,,ES,EQ,CONSO. FIN. & HOLD. LTD.
151663,NSE,E,11736,EQUITY,0,FRETAIL,1.0,Future Retail,,,,5.0,,ES,BZ,FUTURE RETAIL LIMITED
151664,NSE,E,1174,EQUITY,0,GNFC,1.0,GNFC,,,,5.0,,ES,EQ,GUJ NAR VAL FER & CHEM L
151665,NSE,E,11743,EQUITY,0,JINDALPHOT,1.0,Jindal Photo,,,,5.0,,ES,EQ,JINDAL PHOTO LIMITED
151674,NSE,E,11766,EQUITY,0,JPPOWER,1.0,Jaiprakash Power Ventures,,,,5.0,,ES,BE,JAIPRAKASH POWER VEN. LTD
151679,NSE,E,11778,EQUITY,0,GOKEX,1.0,Gokaldas Exports,,,,5.0,,ES,EQ,GOKALDAS EXPORTS LTD.
151680,NSE,E,11779,EQUITY,0,ACEINTEG,1.0,Ace Integrated Solutions,,,,5.0,,ES,EQ,ACE INTEGRATED SOLU. LTD.
151681,NSE,E,11782,EQUITY,0,EVEREADY,1.0,Eveready Industries,,,,5.0,,ES,EQ,EVEREADY INDS. IND.  LTD.
151682,NSE,E,11789,EQUITY,0,GOYALALUM,1.0,Goyal Aluminiums,,,,5.0,,ES,BE,GOYAL ALUMINIUMS LIMITED
151683,NSE,E,11794,EQUITY,0,SAKSOFT,1.0,SAKSOFT LIMITED,,,,5.0,,ES,EQ,SAKSOFT LIMITED
151684,NSE,E,11798,EQUITY,0,ALLSEC,1.0,Allsec Technologies,,,,5.0,,ES,EQ,ALLSEC TECHNOLOGIES LTD
151685,NSE,E,11800,EQUITY,0,HPIL,1.0,Hindprakash Industries,,,,5.0,,ES,BE,HINDPRAKASH INDUSTRY LTD
151686,NSE,E,11804,EQUITY,0,SUKHJITS,1.0,Sukhjit Starch & Chemicals,,,,5.0,,ES,EQ,SUKHJIT STARCH & CHEM LTD
151687,NSE,E,11809,EQUITY,0,IIFL,1.0,IIFL Finance,,,,5.0,,ES,EQ,IIFL FINANCE LIMITED
151688,NSE,E,1181,EQUITY,0,GODFRYPHLP,1.0,Godfrey Phillips,,,,5.0,,ES,EQ,GODFREY PHILLIPS INDIA LT
151689,NSE,E,11813,EQUITY,0,SHOPERSTOP,1.0,Shoppers Stop,,,,5.0,,ES,EQ,SHOPPERS STOP LIMITED
151691,NSE,E,11817,EQUITY,0,MANGALAM,1.0,Mangalam Drugs & Organics,,,,5.0,,ES,EQ,MANGALAM DRUG & CHEM LTD
151693,NSE,E,11821,EQUITY,0,WELCORP,1.0,Welspun Corp,,,,5.0,,ES,EQ,WELSPUN CORP LIMITED
151697,NSE,E,11829,EQUITY,0,SSWL,1.0,STEEL STRIPS WHEELS LTD.,,,,5.0,,ES,EQ,STEEL STRIPS WHEELS LTD.
151702,NSE,E,11840,EQUITY,0,NH,1.0,Narayana Hrudayalaya,,,,5.0,,ES,EQ,NARAYANA HRUDAYALAYA LTD.
151704,NSE,E,11845,EQUITY,0,CYBERMEDIA,1.0,Cyber Media,,,,5.0,,ES,BE,CYBER MEDIA (INDIA) LTD.
151706,NSE,E,1185,EQUITY,0,AMBER,1.0,Amber Enterprises,,,,5.0,,ES,EQ,AMBER ENTERPRISES (I) LTD
151707,NSE,E,11852,EQUITY,0,SURYALAXMI,1.0,Suryalakshmi Cotton Mills,,,,5.0,,ES,EQ,SURYALAKSHMI COT MIL LTD
151710,NSE,E,11859,EQUITY,0,SHAHALLOYS,1.0,Shah Alloys,,,,5.0,,ES,BE,SHAH ALLOYS LIMITED
151711,NSE,E,1186,EQUITY,0,GLAND,1.0,Gland Pharma,,,,5.0,,ES,EQ,GLAND PHARMA LIMITED
151712,NSE,E,11860,EQUITY,0,JKPAPER,1.0,JK Paper,,,,5.0,,ES,EQ,JK PAPER LIMITED
151714,NSE,E,11864,EQUITY,0,PRIMESECU,1.0,Prime Securities,,,,5.0,,ES,EQ,PRIME SECURITIES LIMITED
151717,NSE,E,11868,EQUITY,0,63MOONS,1.0,63 Moons Technologies,,,,5.0,,ES,EQ,63 MOONS TECHNOLOGIES LTD
151720,NSE,E,11872,EQUITY,0,GRANULES,1.0,Granules,,,,5.0,,ES,EQ,GRANULES INDIA LIMITED
151725,NSE,E,11880,EQUITY,0,JSWHL,1.0,JSW Holdings,,,,5.0,,ES,EQ,JSW HOLDINGS LIMITED
151730,NSE,E,11887,EQUITY,0,MANINDS,1.0,Man Industries,,,,5.0,,ES,BE,MAN INDUSTRIES (I) LTD.
151731,NSE,E,11892,EQUITY,0,VHL,1.0,Vardhman Holdings,,,,5.0,,ES,EQ,VARDHMAN HOLDINGS LIMITED
151732,NSE,E,11895,EQUITY,0,DCXINDIA,1.0,DCX Systems,,,,5.0,,ES,EQ,DCX SYSTEMS LIMITED
151733,NSE,E,11896,EQUITY,0,GEOJITFSL,1.0,Geojit Financial Services,,,,5.0,,ES,EQ,GEOJIT FINANCIAL SER L
151734,NSE,E,1190,EQUITY,0,FMGOETZE,1.0,Federal Mogul Goetze,,,,5.0,,ES,EQ,FEDERAL-MOGUL GOETZE (IND
151735,NSE,E,11903,EQUITY,0,IPSL,1000.0,Integrated Personnel Services,,,,5.0,,ES,SM,INTEGRATED PERSO SER LTD
151736,NSE,E,11905,EQUITY,0,GENUSPOWER,1.0,Genus Power Infrastructures,,,,5.0,,ES,EQ,GENUS POWER INFRASTRU LTD
151737,NSE,E,11909,EQUITY,0,SWELECTES,1.0,SWELECT Energy Systems,,,,5.0,,ES,EQ,SWELECT ENERGY SYS LTD
151738,NSE,E,11910,EQUITY,0,RITEZONE,1600.0,Rite Zone Chemcon,,,,5.0,,ES,SM,RITE ZONE CHEMCON IND LTD
151739,NSE,E,11915,EQUITY,0,YESBANK,1.0,Yes Bank,,,,5.0,,ES,EQ,YES BANK LIMITED
151740,NSE,E,11919,EQUITY,0,MSPL,1.0,MSP Steel & Power,,,,5.0,,ES,EQ,MSP STEEL & POWER LTD.
151741,NSE,E,11920,EQUITY,0,VITAL,1200.0,Vital Chemtech,,,,5.0,,ES,SM,VITAL CHEMTECH LIMITED
151742,NSE,E,11927,EQUITY,0,NECLIFE,1.0,Nectar Lifesciences,,,,5.0,,ES,EQ,NECTAR LIFESCIENCES LTD.
151743,NSE,E,11932,EQUITY,0,FUSION,1.0,Fusion Micro Finance,,,,5.0,,ES,EQ,FUSION MICRO FINANCE LTD
151744,NSE,E,11935,EQUITY,0,SPLIL,1.0,SPL Industries,,,,5.0,,ES,EQ,SPL INDUSTRIES LIMITED
151745,NSE,E,11939,EQUITY,0,AMIABLE,1600.0,Amiable Logistics,,,,5.0,,ES,SM,AMIABLE LOGISTICS (I) LTD
151746,NSE,E,11944,EQUITY,0,MCLEODRUSS,1.0,McLeod Russel,,,,5.0,,ES,BE,MCLEOD RUSSEL INDIA LTD.
151751,NSE,E,11956,EQUITY,0,MEDANTA,1.0,Global Health,,,,5.0,,ES,EQ,GLOBAL HEALTH LIMITED
151752,NSE,E,11957,EQUITY,0,IDFC,1.0,IDFC,,,,5.0,,ES,EQ,IDFC LIMITED
151753,NSE,E,1196,EQUITY,0,KANSAINER,1.0,Kansai Nerolac Paints,,,,5.0,,ES,EQ,KANSAI NEROLAC PAINTS LTD
151754,NSE,E,11961,EQUITY,0,SEMAC,1.0,Semac Consultants,,,,5.0,,ES,EQ,SEMAC CONSULTANTS LIMITED
151755,NSE,E,11966,EQUITY,0,BIKAJI,1.0,Bikaji Foods International,,,,5.0,,ES,EQ,BIKAJI FOODS INTERN LTD
151756,NSE,E,11971,EQUITY,0,GOLDIAM,1.0,GOLDIAM INTERNATIONAL LTD,,,,5.0,,ES,EQ,GOLDIAM INTERNATIONAL LTD
151757,NSE,E,11975,EQUITY,0,RML,1.0,Rane Madras,,,,5.0,,ES,EQ,RANE (MADRAS) LIMITED
151759,NSE,E,11979,EQUITY,0,HTMEDIA,1.0,HT Media,,,,5.0,,ES,EQ,HT MEDIA LIMITED
151762,NSE,E,11983,EQUITY,0,SASKEN,1.0,Sasken Technologies,,,,5.0,,ES,EQ,SASKEN TECHNOLOGIES LTD
151765,NSE,E,11987,EQUITY,0,ICIL,1.0,Indo Count Industries,,,,5.0,,ES,EQ,INDO COUNT INDUSTRIES LTD
151766,NSE,E,11997,EQUITY,0,SYNCOMF,1.0,Syncom Formulations,,,,5.0,,ES,BE,SYNCOM FORMU (I) LTD
151767,NSE,E,11999,EQUITY,0,FCSSOFT,1.0,FCS Software Solutions,,,,5.0,,ES,EQ,FCS SOFTWARE SOLN. LTD.
151770,NSE,E,12000,EQUITY,0,FAZE3Q,1.0,Faze Three,,,,5.0,,ES,EQ,FAZE THREE LIMITED
151772,NSE,E,12009,EQUITY,0,IMPAL,1.0,India Motor Parts & Accessories,,,,5.0,,ES,EQ,IND MOTOR PART & ACC LTD
151773,NSE,E,12015,EQUITY,0,SATINDLTD,1.0,Sat Industries,,,,5.0,,ES,EQ,SAT INDUSTRIES LIMITED
151774,NSE,E,12021,EQUITY,0,SUZLON,1.0,Suzlon Energy,,,,5.0,,ES,BE,SUZLON ENERGY LIMITED
151775,NSE,E,12024,EQUITY,0,ACI,1.0,Archean Chemical Industries,,,,5.0,,ES,EQ,ARCHEAN CHEMICAL IND LTD
151776,NSE,E,12025,EQUITY,0,AURIONPRO,1.0,Aurionpro Solutions,,,,5.0,,ES,BE,AURIONPRO SOLN LTD
151777,NSE,E,12026,EQUITY,0,RENUKA,1.0,Shree Renuka Sugars,,,,5.0,,ES,EQ,SHREE RENUKA SUGARS LTD
151778,NSE,E,12032,EQUITY,0,FIVESTAR,1.0,Five Star Business Finance,,,,5.0,,ES,EQ,FIVE-STAR BUS FIN LTD
151779,NSE,E,12034,EQUITY,0,BASML,1.0,Bannari Amman Spinning Mills,,,,5.0,,ES,EQ,BANNARI AM SPIN MILL LTD.
151790,NSE,E,12072,EQUITY,0,SCPL,1.0,Sheetal Cool Products,,,,5.0,,ES,EQ,SHEETAL COOL PRODUCTS LTD
151792,NSE,E,12092,EQUITY,0,KAYNES,1.0,Kaynes Technology,,,,5.0,,ES,EQ,KAYNES TECHNOLOGY IND LTD
151798,NSE,E,12124,EQUITY,0,DOLATALGO,1.0,Dolat Algotech,,,,5.0,,ES,EQ,DOLAT ALGOTECH LIMITED
151799,NSE,E,1214,EQUITY,0,DELTAMAGNT,1.0,Delta Manufacturing,,,,5.0,,ES,EQ,DELTA MANUFACTURING LTD
151801,NSE,E,12153,EQUITY,0,BBTCL,1.0,B&B Triplewall Containers,,,,5.0,,ES,EQ,B&B TRIPLEWALL CONT LTD
151802,NSE,E,1216,EQUITY,0,PRAXIS,1.0,Praxis Home Retail,,,,5.0,,ES,BE,PRAXIS HOME RETAIL LTD
151803,NSE,E,12173,EQUITY,0,HNDFDS,1.0,HINDUSTAN FOODS LIMITED,,,,5.0,,ES,EQ,HINDUSTAN FOODS LIMITED
151804,NSE,E,12193,EQUITY,0,INOXGREEN,1.0,Inox Green Energy Services,,,,5.0,,ES,BE,INOX GREEN ENERGY SER LTD
151806,NSE,E,12219,EQUITY,0,RUSTOMJEE,1.0,Keystone Realtors,,,,5.0,,ES,EQ,KEYSTONE REALTORS LIMITED
151807,NSE,E,12231,EQUITY,0,OCCL,1.0,Oriental Carbon & Chemicals,,,,5.0,,ES,EQ,ORIENTAL CARBN & CHEM LTD
151814,NSE,E,1231,EQUITY,0,SOLEX,200.0,Solex Energy,,,,5.0,,ES,SM,SOLEX ENERGY LIMITED
151817,NSE,E,1232,EQUITY,0,GRASIM,1.0,Grasim Industries,,,,5.0,,ES,EQ,GRASIM INDUSTRIES LTD
151822,NSE,E,1235,EQUITY,0,GREAVESCOT,1.0,Greaves Cotton,,,,5.0,,ES,EQ,GREAVES COTTON LTD.
151825,NSE,E,12384,EQUITY,0,ZIMLAB,1.0,Zim Laboratories,,,,5.0,,ES,EQ,ZIM LABORATORIES LIMITED
151834,NSE,E,1247,EQUITY,0,GSFC,1.0,Gujarat State Fertilizers & Chemicals,,,,5.0,,ES,EQ,GUJ STATE FERT & CHEM LTD
151837,NSE,E,12489,EQUITY,0,SWSOLAR,1.0,Sterling & Wilson Renewable Energy,,,,5.0,,ES,EQ,STRLNG & WIL REN ENE LTD
151838,NSE,E,1250,EQUITY,0,CASTROLIND,1.0,Castrol,,,,5.0,,ES,EQ,CASTROL INDIA LIMITED
151839,NSE,E,12506,EQUITY,0,VINNY,1.0,Vinny Overseas,,,,5.0,,ES,BE,VINNY OVERSEAS LIMITED
151843,NSE,E,12542,EQUITY,0,AAATECH,1.0,AAA Technologies,,,,5.0,,ES,BE,AAA TECHNOLOGIES LIMITED
151850,NSE,E,12603,EQUITY,0,PRECAM,1.0,Precision Camshafts,,,,5.0,,ES,EQ,PRECISION CAMSHAFTS LTD.
151851,NSE,E,12643,EQUITY,0,OSIAHYPER,1.0,Osia Hyper Retail,,,,5.0,,ES,BE,OSIA HYPER RETAIL LIMITED
151858,NSE,E,1267,EQUITY,0,GUJALKALI,1.0,Gujarat Alkalies & Chemicals,,,,5.0,,ES,EQ,GUJARAT ALKALIES & CHEM
151861,NSE,E,12686,EQUITY,0,MBAPL,1.0,Madhya Bharat Agro,,,,5.0,,ES,EQ,MADHYA BHARAT AGRO P. LTD
151864,NSE,E,1270,EQUITY,0,AMBUJACEM,1.0,Ambuja Cements,,,,5.0,,ES,EQ,AMBUJA CEMENTS LTD
151868,NSE,E,12716,EQUITY,0,TEAMLEASE,1.0,Teamlease Services,,,,5.0,,ES,EQ,TEAMLEASE SERVICES LTD.
151870,NSE,E,12749,EQUITY,0,DJML,1.0,DJ Mediaprint & Logistics,,,,5.0,,ES,EQ,DJ MEDIAPRINT & LOG LTD
151871,NSE,E,1276,EQUITY,0,VASA,4000.0,Vasa Retail & Overseas,,,,5.0,,ES,ST,VASA RETAIL & OVERSEA LTD
151872,NSE,E,128,EQUITY,0,ROUTE,1.0,Route Mobile,,,,5.0,,ES,EQ,ROUTE MOBILE LIMITED
151873,NSE,E,12814,EQUITY,0,HYBRIDFIN,1.0,Hybrid Financial Services,,,,5.0,,ES,BE,HYBRID FINANCIAL SERVICE
151876,NSE,E,12847,EQUITY,0,KRISHANA,1.0,Krishana Phoschem,,,,5.0,,ES,EQ,KRISHANA PHOSCHEM LIMITED
151879,NSE,E,1289,EQUITY,0,GFLLIMITED,1.0,GFL,,,,5.0,,ES,EQ,GFL LIMITED
151887,NSE,E,12950,EQUITY,0,SARVESHWAR,1.0,SARVESHWAR FOODS LIMITED,,,,5.0,,ES,BE,SARVESHWAR FOODS LIMITED
151888,NSE,E,12971,EQUITY,0,PRITIKA,2000.0,Pritika Engineering Components,,,,5.0,,ES,SM,PRITIKA ENG COMPO LTD
151890,NSE,E,12989,EQUITY,0,BAHETI,750.0,Baheti Recycling Industries,,,,5.0,,ES,SM,BAHETI RECYCLING IND LTD
151891,NSE,E,13,EQUITY,0,ABB,1.0,ABB,,,,5.0,,ES,EQ,ABB INDIA LIMITED
151892,NSE,E,13001,EQUITY,0,DHARMAJ,1.0,Dharmaj Crop Guard,,,,5.0,,ES,EQ,DHARMAJ CROP GUARD LTD
151896,NSE,E,13025,EQUITY,0,SECL,6250.0,SALASAR EXTERIOR CONT LTD,,,,5.0,,ES,SM,SALASAR EXTERIOR CONT LTD
151897,NSE,E,13035,EQUITY,0,SAFARI,1.0,Safari Industries,,,,5.0,,ES,EQ,SAFARI IND (INDIA) LTD
151902,NSE,E,13057,EQUITY,0,UNIPARTS,1.0,Uniparts,,,,5.0,,ES,EQ,UNIPARTS INDIA LIMITED
151903,NSE,E,13061,EQUITY,0,360ONE,1.0,360 ONE WAM LIMITED,,,,5.0,,ES,EQ,360 ONE WAM LIMITED
151904,NSE,E,13072,EQUITY,0,IIFLSEC,1.0,IIFL Securities,,,,5.0,,ES,EQ,IIFL SECURITIES LIMITED
151905,NSE,E,13081,EQUITY,0,TRIVENI,1.0,Triveni Engineering & Industries,,,,5.0,,ES,EQ,TRIVENI ENGG. & INDS. LTD
151907,NSE,E,13086,EQUITY,0,AIAENG,1.0,AIA Engineering,,,,5.0,,ES,EQ,AIA ENGINEERING LIMITED
151908,NSE,E,13091,EQUITY,0,EKC,1.0,Everest Kanto Cylinder,,,,5.0,,ES,EQ,EVEREST KANTO CYLINDERLTD
151909,NSE,E,13092,EQUITY,0,ARHAM,1000.0,Arham Technologies,,,,5.0,,ES,SM,ARHAM TECHNOLOGIES LTD
151910,NSE,E,13101,EQUITY,0,VIMTALABS,1.0,Vimta Labs,,,,5.0,,ES,EQ,VIMTA LABS LIMITED
151913,NSE,E,13106,EQUITY,0,NAHARINDUS,1.0,Nahar Industrial Enterprises,,,,5.0,,ES,EQ,NAHAR INDS ENT LTD
151916,NSE,E,13111,EQUITY,0,ORIENTCER,1.0,Orient Ceratech,,,,5.0,,ES,EQ,ORIENT CERATECH LIMITED
151919,NSE,E,13116,EQUITY,0,QUICKHEAL,1.0,Quick Heal Technologies,,,,5.0,,ES,EQ,QUICK HEAL TECH LTD
151922,NSE,E,13121,EQUITY,0,KERNEX,1.0,Kernex Microsystems,,,,5.0,,ES,EQ,KERNEX MICROSYS(I) LTD
151925,NSE,E,13126,EQUITY,0,REPRO,1.0,Repro,,,,5.0,,ES,EQ,REPRO INDIA LIMITED
151928,NSE,E,1313,EQUITY,0,HARRMALAYA,1.0,Harrison Malayalam,,,,5.0,,ES,EQ,HARRISON MALAYALAM LTD
151933,NSE,E,13147,EQUITY,0,PVRINOX,1.0,PVR Inox,,,,5.0,,ES,EQ,PVR INOX LIMITED
151934,NSE,E,1315,EQUITY,0,GALAXYSURF,1.0,Galaxy Surfactants,,,,5.0,,ES,EQ,GALAXY SURFACTANTS LTD
151943,NSE,E,13162,EQUITY,0,CELEBRITY,1.0,Celebrity Fashions,,,,5.0,,ES,EQ,CELEBRITY FASHIONS LTD
151946,NSE,E,13175,EQUITY,0,NITINSPIN,1.0,Nitin Spinners,,,,5.0,,ES,EQ,NITIN SPINNERS LIMITED
151947,NSE,E,13182,EQUITY,0,ROHLTD,1.0,Royal Orchid Hotels,,,,5.0,,ES,EQ,ROYAL ORCHID HOTELS LTD
151948,NSE,E,13188,EQUITY,0,RCOM,1.0,Reliance Communications,,,,5.0,,ES,BE,RELIANCE COMMUNICATIONS L
151949,NSE,E,13192,EQUITY,0,ENIL,1.0,Entertainment Network,,,,5.0,,ES,EQ,ENTERTAIN NET. IND. LTD.
151951,NSE,E,13197,EQUITY,0,GSPL,1.0,Gujarat State Petronet,,,,5.0,,ES,EQ,GUJARAT STATE PETRO LTD
151953,NSE,E,13203,EQUITY,0,ALLETEC,800.0,All E Technologies,,,,5.0,,ES,SM,ALL E TECHNOLOGIES LTD
151955,NSE,E,13211,EQUITY,0,JAGRAN,1.0,Jagran Prakashan,,,,5.0,,ES,EQ,JAGRAN PRAKASHAN LIMITED
151956,NSE,E,13218,EQUITY,0,SULA,1.0,Sula Vineyards,,,,5.0,,ES,EQ,SULA VINEYARDS LIMITED
151957,NSE,E,13226,EQUITY,0,GVKPIL,1.0,GVK Power & Infrastructure,,,,5.0,,ES,EQ,GVK POW. & INFRA LTD.
151961,NSE,E,13236,EQUITY,0,SADBHAV,1.0,Sadbhav Engineering,,,,5.0,,ES,EQ,SADBHAV ENGINEERING LTD
151971,NSE,E,13251,EQUITY,0,SAKUMA,1.0,Sakuma Exports,,,,5.0,,ES,EQ,SAKUMA EXPORTS LIMITED
151976,NSE,E,13260,EQUITY,0,KEC,1.0,KEC International,,,,5.0,,ES,EQ,KEC INTL. LIMITED
151977,NSE,E,1327,EQUITY,0,HCL-INSYS,1.0,HCL Infosystems,,,,5.0,,ES,EQ,HCL INFOSYSTEMS LTD
151978,NSE,E,13270,EQUITY,0,JKCEMENT,1.0,JK Cement,,,,5.0,,ES,EQ,JK CEMENT LIMITED
151979,NSE,E,13275,EQUITY,0,INDOTECH,1.0,Indo Tech Transformers,,,,5.0,,ES,EQ,INDO TECH TRANSFORM LTD.
151980,NSE,E,13276,EQUITY,0,LANDMARK,1.0,Landmark Cars,,,,5.0,,ES,EQ,LANDMARK CARS LIMITED
151981,NSE,E,1328,EQUITY,0,MARINE,1.0,Marine Electricals,,,,5.0,,ES,EQ,MARINE ELECTRICAL (I) LTD
151982,NSE,E,13285,EQUITY,0,M&MFIN,1.0,M&M Financial Services,,,,5.0,,ES,EQ,M&M FIN. SERVICES LTD
151983,NSE,E,13288,EQUITY,0,AHL,1.0,Abans Holdings,,,,5.0,,ES,EQ,ABANS HOLDINGS LIMITED
151984,NSE,E,13290,EQUITY,0,BLKASHYAP,1.0,B L Kashyap & Sons,,,,5.0,,ES,EQ,B.L.KASHYAP & SON LTD
151985,NSE,E,13298,EQUITY,0,VISASTEEL,1.0,VISA Steel,,,,5.0,,ES,BE,VISA STEEL LIMITED
151986,NSE,E,13303,EQUITY,0,IEL,1.0,Indiabulls Enterprises,,,,5.0,,ES,EQ,INDIABULLS ENT LTD
151987,NSE,E,13304,EQUITY,0,NITCO,1.0,NITCO Tiles,,,,5.0,,ES,BE,NITCO LIMITED
151988,NSE,E,13305,EQUITY,0,CENTURYPLY,1.0,Century Plyboards,,,,5.0,,ES,EQ,CENTURY PLYBOARDS (I) LTD
